YEAR,STATE,EDU_LEVEL,EDU_LEVEL_COUNT
2012,South Dakota,7th and 8th grade,89
2012,South Dakota,9th grade,61
2012,South Dakota,Associate degree in college - academic program,130
2012,South Dakota,Associate degree in college - occupation/vocation program,175
2012,South Dakota,Bachelor's degree,377
2012,South Dakota,Children,807
2012,South Dakota,Doctorate degree,25
2012,South Dakota,High school graduate - high school diploma or equivalent,656
2012,South Dakota,Less than 1st grade,9
2012,South Dakota,Master's degree,85
2012,South Dakota,Professional school degree,21
2012,South Dakota,Some college but no degree,351
2012,Tennessee,10th grade,80
2012,Tennessee,11th grade,90
2012,Tennessee,12th grade no diploma,25
2012,Tennessee,"1st,2nd,3rd,or 4th grade",14
2012,Tennessee,5th or 6th grade,20
2012,Tennessee,7th and 8th grade,76
2012,Tennessee,9th grade,69
2012,Tennessee,Associate degree in college - academic program,75
2012,Tennessee,Associate degree in college - occupation/vocation program,84
2012,Tennessee,Bachelor's degree,312
2012,Tennessee,Children,622
2012,Tennessee,Doctorate degree,18
2012,Tennessee,High school graduate - high school diploma or equivalent,661
2012,Tennessee,Less than 1st grade,2
2012,Tennessee,Master's degree,106
2012,Tennessee,Professional school degree,24
2012,Tennessee,Some college but no degree,357
2012,Texas,10th grade,375
2012,Texas,11th grade,419
2012,Texas,12th grade no diploma,193
2012,Texas,"1st,2nd,3rd,or 4th grade",174
2012,Texas,5th or 6th grade,333
2012,Texas,7th and 8th grade,370
2012,Texas,9th grade,469
2012,Texas,Associate degree in college - academic program,339
2012,Texas,Associate degree in college - occupation/vocation program,304
2012,Texas,Bachelor's degree,1374
2012,Texas,Children,2998
2012,Texas,Doctorate degree,88
2012,Texas,High school graduate - high school diploma or equivalent,2306
2012,Texas,Less than 1st grade,59
2012,Texas,Master's degree,432
2012,Texas,Professional school degree,63
2012,Texas,Some college but no degree,1577
2012,Utah,10th grade,71
2012,Utah,11th grade,93
2012,Utah,12th grade no diploma,52
2012,Utah,"1st,2nd,3rd,or 4th grade",6
2012,Utah,5th or 6th grade,32
2012,Utah,7th and 8th grade,52
2012,Utah,9th grade,55
2012,Utah,Associate degree in college - academic program,108
2012,Utah,Associate degree in college - occupation/vocation program,63
2012,Utah,Bachelor's degree,297
2012,Utah,Children,821
2012,Utah,Doctorate degree,23
2012,Utah,High school graduate - high school diploma or equivalent,451
2012,Utah,Less than 1st grade,8
2012,Utah,Master's degree,106
2012,Utah,Professional school degree,13
2012,Utah,Some college but no degree,450
2012,Vermont,10th grade,67
2012,Vermont,11th grade,75
2012,Vermont,12th grade no diploma,23
2012,Vermont,"1st,2nd,3rd,or 4th grade",3
2012,Vermont,5th or 6th grade,8
2012,Vermont,7th and 8th grade,58
2012,Vermont,9th grade,63
2012,Vermont,Associate degree in college - academic program,122
2012,Vermont,Associate degree in college - occupation/vocation program,59
2012,Vermont,Bachelor's degree,409
2012,Vermont,Children,593
2012,Vermont,Doctorate degree,33
2012,Vermont,High school graduate - high school diploma or equivalent,637
2012,Vermont,Less than 1st grade,3
2012,Vermont,Master's degree,188
2012,Vermont,Professional school degree,27
2012,Vermont,Some college but no degree,328
2012,Virginia,10th grade,137
2012,Virginia,11th grade,138
2012,Virginia,12th grade no diploma,33
2012,Virginia,"1st,2nd,3rd,or 4th grade",15
2012,Virginia,5th or 6th grade,40
2012,Virginia,7th and 8th grade,86
2012,Virginia,9th grade,116
2012,Virginia,Associate degree in college - academic program,141
2012,Virginia,Associate degree in college - occupation/vocation program,104
2012,Virginia,Bachelor's degree,668
2012,Virginia,Children,1023
2012,Virginia,Doctorate degree,48
2012,Virginia,High school graduate - high school diploma or equivalent,937
2012,Virginia,Less than 1st grade,3
2012,Virginia,Master's degree,297
2012,Virginia,Professional school degree,49
2012,Virginia,Some college but no degree,580
2012,Washington,10th grade,87
2012,Washington,11th grade,83
2012,Washington,12th grade no diploma,31
2012,Washington,"1st,2nd,3rd,or 4th grade",20
2012,Washington,5th or 6th grade,39
2012,Washington,7th and 8th grade,64
2012,Washington,9th grade,99
2012,Washington,Associate degree in college - academic program,149
2012,Washington,Associate degree in college - occupation/vocation program,98
2012,Washington,Bachelor's degree,464
2012,Washington,Children,743
2012,Washington,Doctorate degree,27
2012,Washington,High school graduate - high school diploma or equivalent,580
2012,Washington,Less than 1st grade,14
2012,Washington,Master's degree,187
2012,Washington,Professional school degree,40
2012,Washington,Some college but no degree,504
2012,West Virginia,10th grade,72
2012,West Virginia,11th grade,61
2012,West Virginia,12th grade no diploma,14
2012,West Virginia,"1st,2nd,3rd,or 4th grade",1
2012,West Virginia,5th or 6th grade,10
2012,West Virginia,7th and 8th grade,52
2012,West Virginia,9th grade,62
2012,West Virginia,Associate degree in college - academic program,72
2012,West Virginia,Associate degree in college - occupation/vocation program,57
2012,West Virginia,Bachelor's degree,179
2012,West Virginia,Children,452
2012,West Virginia,Doctorate degree,12
2012,West Virginia,High school graduate - high school diploma or equivalent,629
2012,West Virginia,Less than 1st grade,2
2012,West Virginia,Master's degree,76
2012,West Virginia,Professional school degree,10
2012,West Virginia,Some college but no degree,229
2012,Wisconsin,10th grade,104
2012,Wisconsin,11th grade,115
2012,Wisconsin,12th grade no diploma,39
2012,Wisconsin,"1st,2nd,3rd,or 4th grade",5
2012,Wisconsin,5th or 6th grade,17
2012,Wisconsin,7th and 8th grade,90
2012,Wisconsin,9th grade,72
2012,Wisconsin,Associate degree in college - academic program,99
2012,Wisconsin,Associate degree in college - occupation/vocation program,237
2012,Wisconsin,Bachelor's degree,487
2012,Wisconsin,Children,834
2012,Wisconsin,Doctorate degree,36
2012,Wisconsin,High school graduate - high school diploma or equivalent,829
2012,Wisconsin,Less than 1st grade,6
2012,Wisconsin,Master's degree,180
2012,Wisconsin,Professional school degree,29
2012,Wisconsin,Some college but no degree,486
2012,Wyoming,10th grade,71
2012,Wyoming,11th grade,97
2012,Wyoming,12th grade no diploma,24
2012,Wyoming,"1st,2nd,3rd,or 4th grade",3
2012,Wyoming,5th or 6th grade,17
2012,Wyoming,7th and 8th grade,47
2012,Wyoming,9th grade,62
2012,Wyoming,Associate degree in college - academic program,128
2012,Wyoming,Associate degree in college - occupation/vocation program,98
2012,Wyoming,Bachelor's degree,230
2012,Wyoming,Children,697
2012,Wyoming,Doctorate degree,25
2012,Wyoming,High school graduate - high school diploma or equivalent,628
2012,Wyoming,Less than 1st grade,3
2012,Wyoming,Master's degree,84
2012,Wyoming,Professional school degree,12
2012,Wyoming,Some college but no degree,403
2013,Alabama,10th grade,90
2013,Alabama,11th grade,87
2013,Alabama,12th grade no diploma,31
2013,Alabama,"1st,2nd,3rd,or 4th grade",4
2013,Alabama,5th or 6th grade,19
2013,Alabama,7th and 8th grade,68
2013,Alabama,9th grade,57
2013,Alabama,Associate degree in college - academic program,60
2013,Alabama,Associate degree in college - occupation/vocation program,79
2013,Alabama,Bachelor's degree,234
2013,Alabama,Children,447
2013,Alabama,Doctorate degree,18
2013,Alabama,High school graduate - high school diploma or equivalent,548
2013,Alabama,Less than 1st grade,6
2013,Alabama,Master's degree,105
2013,Alabama,Professional school degree,23
2013,Alabama,Some college but no degree,256
2013,Alaska,10th grade,64
2013,Alaska,11th grade,84
2013,Alaska,12th grade no diploma,41
2013,Alaska,"1st,2nd,3rd,or 4th grade",14
2013,Alaska,5th or 6th grade,9
2013,Alaska,7th and 8th grade,56
2013,Alaska,9th grade,43
2013,Alaska,Associate degree in college - academic program,77
2013,Alaska,Associate degree in college - occupation/vocation program,75
2013,Alaska,Bachelor's degree,318
2013,Alaska,Children,630
2013,Alaska,Doctorate degree,19
2013,Alaska,High school graduate - high school diploma or equivalent,526
2013,Alaska,Less than 1st grade,10
2013,Alaska,Master's degree,103
2013,Alaska,Professional school degree,14
2013,Alaska,Some college but no degree,427
2013,Arizona,10th grade,77
2013,Arizona,11th grade,97
2013,Arizona,12th grade no diploma,36
2013,Arizona,"1st,2nd,3rd,or 4th grade",29
2013,Arizona,5th or 6th grade,62
2013,Arizona,7th and 8th grade,76
2013,Arizona,9th grade,100
2013,Arizona,Associate degree in college - academic program,80
2013,Arizona,Associate degree in college - occupation/vocation program,57
2013,Arizona,Bachelor's degree,276
2013,Arizona,Children,620
2013,Arizona,Doctorate degree,24
2013,Arizona,High school graduate - high school diploma or equivalent,515
2013,Arizona,Less than 1st grade,25
2013,Arizona,Master's degree,118
2013,Arizona,Professional school degree,15
2013,Arizona,Some college but no degree,389
2013,Arkansas,10th grade,82
2013,Arkansas,11th grade,100
2013,Arkansas,12th grade no diploma,33
2013,Arkansas,"1st,2nd,3rd,or 4th grade",12
2013,Arkansas,5th or 6th grade,25
2013,Arkansas,7th and 8th grade,58
2013,Arkansas,9th grade,68
2013,Arkansas,Associate degree in college - academic program,61
2013,Arkansas,Associate degree in college - occupation/vocation program,76
2013,Arkansas,Bachelor's degree,219
2013,Arkansas,Children,569
2013,Arkansas,Doctorate degree,6
2013,Arkansas,High school graduate - high school diploma or equivalent,542
2013,Arkansas,Less than 1st grade,4
2013,Arkansas,Master's degree,79
2013,Arkansas,Professional school degree,7
2013,Arkansas,Some college but no degree,329
2013,California,10th grade,574
2013,California,11th grade,676
2013,California,12th grade no diploma,423
2013,California,"1st,2nd,3rd,or 4th grade",260
2013,California,5th or 6th grade,605
2013,California,7th and 8th grade,455
2013,California,9th grade,595
2013,California,Associate degree in college - academic program,789
2013,California,Associate degree in college - occupation/vocation program,455
2013,California,Bachelor's degree,2813
2013,California,Children,4648
2013,California,Doctorate degree,237
2013,California,High school graduate - high school diploma or equivalent,3478
2013,California,Less than 1st grade,154
2013,California,Master's degree,975
2013,California,Professional school degree,183
2013,California,Some college but no degree,3148
2013,Colorado,10th grade,123
2013,Colorado,11th grade,133
2013,Colorado,12th grade no diploma,78
2013,Colorado,"1st,2nd,3rd,or 4th grade",19
2013,Colorado,5th or 6th grade,53
2013,Colorado,7th and 8th grade,85
2013,Colorado,9th grade,116
2013,Colorado,Associate degree in college - academic program,152
2013,Colorado,Associate degree in college - occupation/vocation program,128
2013,Colorado,Bachelor's degree,809
2013,Colorado,Children,1037
2013,Colorado,Doctorate degree,66
2013,Colorado,High school graduate - high school diploma or equivalent,713
2013,Colorado,Less than 1st grade,12
2013,Colorado,Master's degree,296
2013,Colorado,Professional school degree,32
2013,Colorado,Some college but no degree,658
2013,Connecticut,10th grade,131
2013,Connecticut,11th grade,152
2013,Connecticut,12th grade no diploma,67
2013,Connecticut,"1st,2nd,3rd,or 4th grade",17
2013,Connecticut,5th or 6th grade,26
2013,Connecticut,7th and 8th grade,91
2013,Connecticut,9th grade,88
2013,Connecticut,Associate degree in college - academic program,145
2013,Connecticut,Associate degree in college - occupation/vocation program,121
2013,Connecticut,Bachelor's degree,668
2013,Connecticut,Children,920
2013,Connecticut,Doctorate degree,54
2013,Connecticut,High school graduate - high school diploma or equivalent,873
2013,Connecticut,Less than 1st grade,4
2013,Connecticut,Master's degree,399
2013,Connecticut,Professional school degree,69
2013,Connecticut,Some college but no degree,515
2013,Delaware,10th grade,89
2013,Delaware,11th grade,100
2013,Delaware,12th grade no diploma,37
2013,Delaware,"1st,2nd,3rd,or 4th grade",7
2013,Delaware,5th or 6th grade,25
2013,Delaware,7th and 8th grade,64
2013,Delaware,9th grade,60
2013,Delaware,Associate degree in college - academic program,128
2013,Delaware,Associate degree in college - occupation/vocation program,62
2013,Delaware,Bachelor's degree,407
2013,Delaware,Children,686
2013,Delaware,Doctorate degree,27
2013,Delaware,High school graduate - high school diploma or equivalent,727
2013,Delaware,Less than 1st grade,23
2013,Delaware,Master's degree,173
2013,Delaware,Professional school degree,23
2013,Delaware,Some college but no degree,412
2013,District of Columbia,10th grade,52
2013,District of Columbia,11th grade,80
2013,District of Columbia,12th grade no diploma,22
2013,District of Columbia,"1st,2nd,3rd,or 4th grade",21
2013,District of Columbia,5th or 6th grade,31
2013,District of Columbia,7th and 8th grade,45
2013,District of Columbia,9th grade,56
2013,District of Columbia,Associate degree in college - academic program,42
2013,District of Columbia,Associate degree in college - occupation/vocation program,27
2013,District of Columbia,Bachelor's degree,559
2013,District of Columbia,Children,508
2013,District of Columbia,Doctorate degree,80
2013,District of Columbia,High school graduate - high school diploma or equivalent,456
2013,District of Columbia,Less than 1st grade,18
2013,District of Columbia,Master's degree,409
2013,District of Columbia,Professional school degree,139
2013,District of Columbia,Some college but no degree,275
2013,Florida,10th grade,209
2013,Florida,11th grade,279
2013,Florida,12th grade no diploma,93
2013,Florida,"1st,2nd,3rd,or 4th grade",39
2013,Florida,5th or 6th grade,108
2013,Florida,7th and 8th grade,176
2013,Florida,9th grade,194
2013,Florida,Associate degree in college - academic program,532
2013,Florida,Associate degree in college - occupation/vocation program,234
2013,Florida,Bachelor's degree,1186
2013,Florida,Children,1618
2013,Florida,Doctorate degree,75
2013,Florida,High school graduate - high school diploma or equivalent,1896
2013,Florida,Less than 1st grade,14
2013,Florida,Master's degree,397
2013,Florida,Professional school degree,80
2013,Florida,Some college but no degree,1052
2013,Georgia,10th grade,141
2013,Georgia,11th grade,172
2013,Georgia,12th grade no diploma,65
2013,Georgia,"1st,2nd,3rd,or 4th grade",21
2013,Georgia,5th or 6th grade,45
2013,Georgia,7th and 8th grade,82
2013,Georgia,9th grade,112
2013,Georgia,Associate degree in college - academic program,158
2013,Georgia,Associate degree in college - occupation/vocation program,112
2013,Georgia,Bachelor's degree,582
2013,Georgia,Children,1070
2013,Georgia,Doctorate degree,55
2013,Georgia,High school graduate - high school diploma or equivalent,942
2013,Georgia,Less than 1st grade,6
2013,Georgia,Master's degree,230
2013,Georgia,Professional school degree,44
2013,Georgia,Some college but no degree,595
2013,Hawaii,10th grade,78
2013,Hawaii,11th grade,79
2013,Hawaii,12th grade no diploma,30
2013,Hawaii,"1st,2nd,3rd,or 4th grade",14
2013,Hawaii,5th or 6th grade,31
2013,Hawaii,7th and 8th grade,44
2013,Hawaii,9th grade,54
2013,Hawaii,Associate degree in college - academic program,134
2013,Hawaii,Associate degree in college - occupation/vocation program,141
2013,Hawaii,Bachelor's degree,524
